"Voluntary context switches","Socket messages received","nogoods","System time (seconds)","Average total size (kbytes)","flatFloatVars","eliminatedImplications","flatFloatConstraints","failures","status","Swaps","User time (seconds)","peakDepth","Average shared text size (kbytes)","Socket messages sent","flatBoolConstraints","flatIntVars","flatSetConstraints","propagators","iteration","flatBoolVars","intVariables","Command being timed","boolVariables","Minor (reclaiming a frame) page faults","flatIntConstraints","Signals delivered","data_file","paths","evaluatedHalfReifiedConstraints","Exit status","peakMem","flatSetVars","Major (requiring I/O) page faults","nodes","Page size (bytes)","Elapsed (wall clock) time (h:mm:ss or m:ss)","Maximum resident set size (kbytes)","Percent of CPU this job got","propagations","File system outputs","problem","model","restarts","variables","floatVariables","method","Average resident set size (kbytes)","evaluatedReifiedConstraints","Average stack size (kbytes)","setVariables","solveTime","eliminatedLinearConstraints","Involuntary context switches","File system inputs","initTime","backjumps","flatTime","Average unshared data size (kbytes)"
"107","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","1","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1577","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15600","90%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","8","","","0:00:00.040110","0"
"106","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","2","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1579","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15656","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.038514","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","3","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1578","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15668","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.038223","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","4","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1582","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15656","88%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","13","0","","","0:00:00.037960","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","5","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1586","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15800","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","0","","","0:00:00.037938","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","6","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1583","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15756","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","0","","","0:00:00.037923","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","18","37","","","7","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1577","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15512","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","13","0","","","0:00:00.038293","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","8","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1580","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15580","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","0","","","0:00:00.037952","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","9","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1580","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15620","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","12","0","","","0:00:00.038014","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","18","37","","","10","102","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/att48_4.dzn""","","1580","148","0","depot-placement/att48_4.dzn","0","","0","","","0","","4096","0:00.05","15636","94%","","64","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","102","0","","","","11","0","","","0:00:00.038157","0"
"108","0","","0.01","0","","","","","","0","0.04","","0","0","26","49","","","1","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1669","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","15936","92%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","11","8","","","0:00:00.042267","0"
"107","0","","0.01","0","","","","","","0","0.04","","0","0","26","49","","","2","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1665","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","16060","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","11","0","","","0:00:00.040949","0"
"106","0","","0.01","0","","","","","","0","0.04","","0","0","26","49","","","3","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1666","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","15972","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","14","0","","","0:00:00.040654","0"
"106","0","","0.00","0","","","","","","0","0.04","","0","0","26","49","","","4","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1664","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","15900","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040276","0"
"105","0","","0.01","0","","","","","","0","0.04","","0","0","26","49","","","5","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1665","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","16012","96%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","13","0","","","0:00:00.040382","0"
"104","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","6","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1668","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","15988","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","13","0","","","0:00:00.040089","0"
"106","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","7","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1665","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","15920","92%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040454","0"
"106","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","8","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1663","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","15840","92%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040263","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","9","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1666","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","16080","92%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","13","0","","","0:00:00.040035","0"
"106","0","","0.02","0","","","","","","0","0.02","","0","0","26","49","","","10","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/ulysses16_6.dzn""","","1667","274","0","depot-placement/ulysses16_6.dzn","0","","0","","","0","","4096","0:00.05","15876","94%","","112","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040617","0"
"108","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","1","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1667","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","15904","91%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","11","8","","","0:00:00.042252","0"
"107","0","","0.01","0","","","","","","0","0.04","","0","0","26","49","","","2","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1664","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","15872","94%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","13","0","","","0:00:00.040592","0"
"105","0","","0.02","0","","","","","","0","0.03","","0","0","26","49","","","3","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1669","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","16076","96%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","13","0","","","0:00:00.040317","0"
"106","0","","0.00","0","","","","","","0","0.04","","0","0","26","49","","","4","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1669","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","16064","94%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040108","0"
"105","0","","0.02","0","","","","","","0","0.02","","0","0","26","49","","","5","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1664","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","15836","94%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040533","0"
"105","0","","0.01","0","","","","","","0","0.04","","0","0","26","49","","","6","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1667","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","16012","94%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","13","0","","","0:00:00.040599","0"
"106","0","","0.00","0","","","","","","0","0.04","","0","0","26","49","","","7","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1665","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","15956","92%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.040739","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","26","49","","","8","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1666","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","15924","92%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","12","0","","","0:00:00.041097","0"
"105","0","","0.01","0","","","","","","0","0.03","","0","0","26","49","","","9","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1665","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","15896","94%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","11","0","","","0:00:00.040710","0"
"106","0","","0.02","0","","","","","","0","0.03","","0","0","26","49","","","10","198","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/st70_6.dzn""","","1668","274","0","depot-placement/st70_6.dzn","0","","0","","","0","","4096","0:00.05","15972","94%","","104","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","198","0","","","","13","0","","","0:00:00.040722","0"
"107","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","1","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/a280_5.dzn""","","1628","206","0","depot-placement/a280_5.dzn","0","","0","","","0","","4096","0:00.06","15824","76%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","13","8","","","0:00:00.051011","0"
"106","0","","0.01","0","","","","","","0","0.03","","0","0","22","43","","","2","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/a280_5.dzn""","","1629","206","0","depot-placement/a280_5.dzn","0","","0","","","0","","4096","0:00.05","15808","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","14","0","","","0:00:00.039353","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","3","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/a280_5.dzn""","","1632","206","0","depot-placement/a280_5.dzn","0","","0","","","0","","4096","0:00.05","15908","94%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","11","0","","","0:00:00.038694","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","4","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/a280_5.dzn""","","1626","206","0","depot-placement/a280_5.dzn","0","","0","","","0","","4096","0:00.05","15760","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","13","0","","","0:00:00.038691","0"
"105","0","","0.00","0","","","","","","0","0.04","","0","0","22","43","","","5","146","","""minizinc --solver org.minizinc.mzn-fzn -c -s depot-placement/depot_placement.mzn depot-placement/a280_5.dzn""","","1632","206","0","depot-placement/a280_5.dzn","0","","0","","","0","","4096","0:00.05","15696","92%","","88","depot-placement","depot-placement/depot_placement.mzn","","","","minimize","0","146","0","","","","12","0","","","0:00:00.039775","0"
